0.0788136108    0.0000000000
0.2364408325    0.0000000000
0.3940680542    0.0000000000
0.5516952759    0.0000000000
0.7093224976    0.0000000000
0.8669497193    0.0000000000
1.0245769410    0.0000000000
1.1822041627    0.0000000000
1.3398313844    0.0000000000
1.4974586061    0.0000000000
1.6550858278    0.0000000000
1.8127130495    0.0000000000
1.9703402712    0.0000000000
2.1279674929    0.0078436568
2.2855947146    0.3101809753
2.4432219363    1.6222108480
2.6008491580    1.8140239109
2.7584763797    0.7586955351
2.9161036014    0.5804306067
3.0737308231    1.9994194364
3.2313580448    3.8113041682
3.3889852665    3.8070258099
3.5466124882    2.2040675742
3.7042397099    1.4696160693
3.8618669316    1.2200451697
4.0194941533    0.8399843424
4.1771213750    0.6253533687
4.3347485967    0.5561865765
4.4923758184    0.4535059777
4.6500030401    0.2902153034
4.8076302618    0.2203354514
4.9652574835    0.3558167970
5.1228847052    0.4691932914
5.2805119269    0.6652847126
5.4381391486    0.8806287461
5.5957663703    1.1073817349
5.7533935920    1.5295130853
5.9110208137    2.0008455558
6.0686480354    2.0400638401
6.2262752571    2.0400638401
6.3839024788    1.5430612198
6.5415297005    1.2806552453
6.6991569222    0.8956030000
6.8567841439    0.6446059809
7.0144113656    0.6709891903
7.1720385873    0.8813418058
7.3296658090    0.9583522548
7.4872930307    1.1594350940
7.6449202524    1.0588936744
7.8025474741    0.9269776274
7.9601746958    0.9134294929
8.1178019175    0.9162817317
8.2754291391    1.1736962883
8.4330563608    1.3512481569
8.5906835825    1.2250365876
8.7483108042    1.1779746466
8.9059380259    1.0788593464
9.0635652476    0.8970291195
9.2211924693    0.9084380749
9.3788196910    1.1801138257
9.5364469127    1.2093492740
9.6940741344    1.1401824817
9.8517013561    0.9890138225
10.0093285778    0.8620891935
10.1669557995    0.8813418058
10.3245830212    0.7408690422
10.4822102429    0.6781197875
10.6398374646    0.6674238918
10.7974646863    0.8200186704
10.9550919080    0.9155686720
11.1127191297    0.9505085980
11.2703463514    0.9476563591
11.4279735731    0.9562130757
11.5856007948    0.9369604634
11.7432280165    1.0631720327
11.9008552382    1.1558697954
12.0584824599    1.4660507708
12.2161096816    1.5209563687
12.3737369033    1.3719268886
12.5313641250    1.3384130821
12.6889913467    1.2157668114
12.8466185684    0.9768918074
13.0042457901    0.7479996394
13.1618730118    0.6474582198
13.3195002335    0.6075268758
13.4771274552    0.4998548591
13.6347546769    0.6374753838
13.7923818986    0.8991682986
13.9500091203    1.0546153161
14.1076363420    0.9669089714
14.2652635637    1.0867030032
14.4228907854    1.0667373313
14.5805180071    1.4303977851
14.7381452288    1.4674768902
14.8957724505    1.4361022628
15.0533996722    1.2927772604
15.2110268939    1.1430347206
